client_id,sales
9085,20744.7899
127,557491.4265
2867,289440.7145
3556,722646.1189
2602,813116.1144
1068,204724.0959
3306,588765.1607
5166,830034.5223
4966,638453.1527
698,900639.2013
8061,495744.7362
3491,411894.2405
9133,235358.0024
9323,259065.3503
3647,770261.9539
630,235361.6737
8491,190606.6282
8604,156728.7812
3337,155676.9734
7301,424721.0731
5564,360602.5441
2948,331895.9843
6026,335424.0849
2651,210889.3356
6405,487110.3114
6359,277642.9073
348,87910.1946
9114,520111.351
9144,103966.6135
4871,639717.8925
1834,414462.285
3392,266774.8838
2501,899677.6031
8842,546369.8164
993,674761.1948
9708,449979.9201
5336,883576.6282
3283,26359.1855
4269,714060.2166
5220,568021.2563
924,14380.1115
2128,274252.3627
9117,850136.2686
14,109764.1829
7880,15368.1481
2756,631231.5781
2040,283943.7119
7048,482603.1574
2652,452609.9665
9633,710266.3096
4806,325802.3042
1804,70628.262
7609,937047.4345
8555,599698.7573
8430,463353.319
7125,932001.6197
9433,965183.4133
6381,767563.379
6377,193605.6733
3736,742784.9748
4496,675028.9292
342,542834.2475
2135,861624.9586
9465,348033.2609
7173,379866.7516
9980,438509.4027
9124,302456.3931
1485,282210.6601
8302,251257.0472
4469,673884.1244
5699,896994.6356
6974,73987.9144
4416,120712.7609
3171,381825.0012
5955,269131.8503
9238,135146.7724
5273,684916.2518
8331,279760.3949
7537,123614.1847
902,50100.2798
5096,618081.4458
7269,102239.3133
6956,168802.6563
6516,77180.5294
456,25370.8376
4269,116020.3979
7248,828591.5219
9375,467458.821
2615,457854.624
1585,591611.9759
4782,174112.4587
998,334932.391
638,705031.2004
7673,169963.0946
1099,36013.4479
1992,550012.4777
9631,149006.3934
2619,683714.2636
1536,471465.0727
9044,271061.5631
4375,287474.9549
8467,624549.5307
5815,709423.7118
100,83621.3764
6937,933544.6971
7790,235837.3927
3722,542730.9426
6842,937251.0597
1006,809597.464
8367,643945.9262
6161,307635.7845
3383,779623.9756
7723,172776.626
8290,503044.2979
3215,716937.142
1702,226893.0981
6461,915722.6983
9267,544454.2786
8115,205343.6193
3466,182304.9604
8004,975719.1761
2213,266883.7206
6314,299864.4547
9270,584895.3046
7403,695800.0819
1766,328265.1116
8491,969994.3095
5677,388318.2666
2864,588757.8869
2791,540496.3989
7569,851249.1013
187,339233.2341
2209,28650.5845
4519,172899.0405
8854,407301.3305
5520,178800.6521
1869,692116.9898
9671,287421.638
7363,21071.1496
5356,989939.5163
3686,545499.1698
6774,498547.0726
4012,653367.7085
3821,683762.7168
9029,111328.0943
9119,919461.2049
9413,449573.6984
3837,444428.7628
4590,108955.3655
4299,993778.7142
7789,162621.1341
8967,4878.7039
6063,187380.7642
4158,719001.4143
5978,711124.4608
3155,6405.093
4230,233724.0556
6923,575070.7211
306,45523.7953
894,117222.1246
3271,907655.4049
7378,124081.6496
4289,499065.5104
8258,671434.1282
4382,707316.5261
5852,594531.2681
539,600419.9603
1361,419396.8538
6144,531546.154
1273,548729.9715
4295,513967.9288
4534,99960.9071
9798,578723.1171
3865,349844.0383
8055,834953.3089
7287,266076.4846
893,577733.5749
7301,571524.7158
9007,755900.52
1425,421326.0566
8543,799708.3427
4004,733940.6598
2697,323847.0173
1141,629600.8264
6695,358915.5499
6127,683251.4634
5960,26616.8649
8171,421613.4608
3760,793813.3277
784,620450.2975
9888,372837.9969
2328,421276.3567
5316,350249.6653
1844,364089.4317
9595,651775.6515
6401,356159.3884
807,583876.8363
5788,959124.1402
8820,784366.9809
365,952818.9275
4249,491774.3343
7029,369551.54
5025,587948.4674
5452,489679.2815
2174,231009.4632
2398,859317.6569
1269,360059.5821
1719,585931.2569
830,940396.6427
4379,219213.0978
1744,906406.9302
706,697144.8792
2240,319105.2641
8877,915109.0878
2062,941713.4849
940,939001.6538
4653,362876.8051
4952,662127.1265
8815,916579.2078
7066,74702.7675
7650,725647.3815
4460,154121.8376
367,451904.4721
5383,37178.3115
6583,887408.5964
4665,26042.8956
2874,913121.9003
1286,209903.9774
1131,234617.4869
1166,444632.4303
5973,552680.2887
5532,633228.6594
1553,133653.8649
9749,255537.5352
2805,836914.7941
4912,912309.4192
4039,745569.0985
601,570776.0085
9995,138378.4894
542,860895.0301
9801,742934.4061
6181,998923.3974
7129,779389.3747
5170,410114.824
677,153260.1488
479,387767.6847
2551,307337.2773
4133,229346.3264
8384,662937.4883
5476,502927.4888
8074,681625.6005
3155,583109.393
9313,567062.3967
7410,374182.6959
5698,416275.8438
4475,194353.4613
5374,944727.7995
7723,593325.9511
5600,899601.2908
1991,363479.6059
1424,474754.1849
6087,309094.9502
4057,145002.1912
9899,313478.2581
2509,509232.7296
4510,846136.8928
574,866716.0092
4027,405789.6752
5742,174400.5165
495,219974.4378
3714,735644.159
1685,579423.3427
9487,15061.4403
690,750905.8466
664,352808.7757
9789,772426.597
359,435044.4952
9051,931447.6413
2128,403119.3578
4300,180077.2286
557,242136.183
8430,799853.4084
7486,834848.4007
4101,823719.1943
4828,695769.3075
2723,507158.61
1466,485220.8001
1642,982920.4014
7932,623261.95
7068,193982.6498
4919,780853.2017
1070,309768.0847
443,841092.6072
4903,710908.769
4034,795048.6996
9309,668708.9603
7041,849739.0733
3507,576955.9361
393,513998.524
2135,119643.8864
7248,719012.552
4199,68571.4928
4822,239423.9333
7644,533532.2246
7036,515587.7595
9722,620779.7913
1584,169939.3341
5560,876396.9361
858,905977.9294
8518,30897.7692
6237,32888.4769
957,250203.3108
4196,570552.6741
7965,817089.148
483,211236.7711
7927,447228.759
9571,587562.6417
1756,972820.7393
1976,89447.6631
8506,598637.1934
8864,615709.1735
3488,97269.0766
5313,997928.4834
1706,237298.7457
8565,250308.4961
3509,904974.0858
2865,413902.9702
3017,105503.8575
6536,744833.2333
2580,95303.3765
9690,754751.4653
3987,325677.6354
3671,65672.086
4058,695060.6766
9106,41112.5037
5114,347627.1036
7540,332387.4058
7092,790667.3738
6619,70739.6812
8771,199528.1279
8120,414576.1192
6315,381489.9307
5561,139524.872
2167,294210.1952
2191,523824.4549
8750,337322.2434
109,928970.3969
5125,799278.0432
4790,876517.5331
6267,190711.6803
8092,999885.6628
3688,84517.0755
3306,928165.4792
5615,351802.7713
2298,948965.8847
2258,412173.5363
8897,238228.8511
6680,256953.1973
4869,938422.3552
5650,638059.6174
9111,49803.3009
3269,145981.0572
2227,752772.3607
8216,614499.0283
5184,367931.0313
9568,67790.1339
3501,154258.3667
6723,263799.7275
6308,372151.3707
8797,808949.0036
3453,838128.7858
486,362780.0021
7614,444024.3337
3837,695654.7428
4578,413811.406
2194,239023.5137
6545,402750.5355
8036,586945.3997
508,500331.5705
7915,163080.3447
3064,241922.0695
9525,19641.5036
1029,845201.1578
9153,445661.2171
3103,5809.1135
6939,783999.7582
3135,462070.4092
9778,289952.3441
2517,661346.7152
8406,936496.4505
1596,70186.9048
4045,55479.4589
1793,554080.0972
8587,974327.2789
1481,568976.1117
5314,221887.9777
5376,738390.3355
6946,942864.049
8532,225919.058
5790,427906.4501
5586,686353.3272
724,922157.1895
561,689629.0236
2408,31136.5522
6900,511674.7143
1368,28807.266
7827,602590.8617
1800,300900.8755
9324,117454.2631
5307,924342.9032
5632,964740.3401
4335,896222.2756
129,637348.2483
8915,828481.2488
4774,571994.445
8000,454686.6295
7875,348787.0454
2715,399433.4879
3893,450223.3088
476,572792.1979
2117,314560.7634
5450,500829.9727
4683,412090.5788
3400,251240.5061
7424,394813.1573
8565,276839.3558
1955,320873.2787
7281,775623.9849
2962,137183.4148
7094,125633.3098
8243,988066.0681
764,22724.5707
6483,895872.5776
9616,986436.3438
2358,670764.6805
2841,669771.814
9800,328963.647
7852,372760.973
135,226299.1764
8282,686011.6929
861,337447.5448
848,784463.5637
9807,951271.8802
6654,516047.1805
6305,373778.3406
8319,595371.3282
6007,277740.7943
4514,902478.4171
8253,166817.6698
933,541320.8439
7093,903377.8249
4345,276112.2064
1051,587924.9761
2393,695310.3105
9038,373004.458
4461,10438.3884
6711,405548.6159
4135,520026.0424
6609,178207.9361
2677,16190.1951
8926,345705.4556
9609,986269.5673
8950,611246.2101
9626,120712.4293
8178,260106.8873
2866,505674.2027
5474,925286.9515
9075,793496.7069
1457,428768.3321
8363,843888.5389
8380,818401.482
648,832016.2133
4843,719779.644
6128,553341.4571
8118,824788.7748
2610,785979.7513
1407,879223.026
7929,322207.8479
1576,183020.9029
2769,863405.3221
652,976150.5113
2841,795220.8825
8007,911149.6754
615,349075.7092
9849,729798.7988
3926,484309.3027
6845,259089.8948
2722,49617.4372
1470,526522.3693
9834,280981.0551
889,727887.5977
9391,154168.5017
9749,551014.8992
502,309827.1348
9285,649602.8636
5109,234332.5452
2123,699750.4958
4811,177657.0393
4601,203982.5622
1158,717475.6447
23,714969.3991
7565,56723.6149
840,747846.0925
1380,21845.9009
9714,91715.3428
9164,375574.9281
5916,393030.1454
8576,16933.4169
3012,951135.6019
8405,14177.3227
1308,704919.4405
6507,891780.5785
1473,502950.4211
4044,675955.2617
6430,177425.6291
9999,487750.9056
3022,183459.8146
86,198491.094
9824,96023.8696
2652,861665.916
5552,27263.5415
4681,537416.9038
275,376728.4558
3982,416490.736
4145,191936.8667
461,930987.2498
8478,868899.7117
3422,609630.1072
561,887809.4458
150,982434.5292
1549,225652.2877
6695,638473.3871
2865,816075.8024
776,706173.6279
8860,721757.5713
2161,579987.1517
9064,700134.3773
6225,249006.3547
8949,133070.712
3049,990927.242
509,282155.0341
1988,315268.9267
2999,920923.2569
8938,71895.0229
6222,162060.3191
7016,980915.2351
3648,93165.7279
6835,121921.7211
9097,675632.6398
3509,930503.7626
4888,816448.2804
324,540810.4523
6281,695121.9904
9400,543062.1174
8282,673705.1795
9379,734862.8841
743,886656.2798
5131,998025.6856
5059,900942.8737
1523,872648.8883
8542,807899.026
4045,238840.4211
9441,546258.1267
9648,182882.7681
7707,474742.2834
8743,62603.8957
3564,45116.2334
7928,615353.1554
9301,624368.8149
1059,938188.797
269,964588.821
3998,249620.0273
9512,427198.0366
6956,323275.1036
3365,362391.4619
6260,220732.6576
1310,426527.61
5732,247060.1149
5894,663367.5557
6663,271993.8824
801,382390.8632
4083,830626.4513
8287,345879.829
2304,343675.4061
2499,282320.8455
9553,149013.5319
5049,854289.3606
8835,507554.6118
6120,410906.2319
4636,739279.5377
7042,114214.4997
2088,847698.5583
2004,579337.8283
4097,396462.8163
2459,922509.038
5518,34617.3291
9783,717104.8174
7656,760570.4556
7557,632104.7416
5312,246406.7826
7373,247131.02
9194,224561.7324
5077,908662.864
4237,793791.3884
3906,433646.1923
1023,408164.4855
5007,154083.6713
523,147969.7848
4190,654192.9671
1222,231955.3668
2077,471237.0773
1703,132979.1735
9274,804865.8076
7865,774454.3357
7934,430709.3902
8385,828404.921
2690,153996.9467
2938,177751.7707
2826,569004.1709
5122,300115.2491
6686,880071.7649
4781,375999.8873
4783,815270.4498
8967,825528.0628
1895,547869.2677
8399,463870.0676
734,984824.183
866,885885.53
6330,659136.0561
8509,368828.9896
350,13727.858
640,487132.4817
2323,62220.6722
8520,186539.7787
9575,461925.843
4217,948324.1922
1022,600021.1074
6986,772181.5581
2111,396657.9757
445,925663.9542
464,282920.065
6658,528902.9503
683,645750.9385
9772,67890.4261
4064,455102.3296
5499,622576.0491
6998,170022.7815
1042,318597.3602
7541,802381.3363
5941,756718.2976
8421,525316.9636
7458,653526.6561
9272,592584.9667
9663,626480.437
6193,867261.9781
8934,586225.4058
1081,76005.4881
2955,689341.0472
4742,740556.8277
8504,911030.9701
7485,150291.6448
7084,21706.3381
5986,8972.7998
161,591998.7369
4712,766780.7512
2304,310546.7771
2123,637985.0033
3005,177544.099
7319,355185.4416
4444,858811.1323
2082,728336.1557
2679,78724.4922
177,714166.0523
4135,676652.9732
8722,554950.2357
985,84851.6681
8777,257610.6951
5256,167575.5099
9034,750110.3352
3407,894676.2551
2107,762929.1143
8415,608456.5613
9487,837461.9644
5408,765089.6968
9930,288527.8574
8245,289789.5141
4366,86744.7629
9798,836105.3299
5226,503835.7695
733,952486.7674
1767,54247.9933
6787,794652.866
5353,963644.9137
5012,832960.7809
785,150901.9168
805,155116.8438
2700,708681.6943
6978,851166.1969
9489,922689.2923
6957,128452.3524
69,846999.9975
4341,583151.4951
9037,903466.6206
158,655434.0753
5776,202275.8598
9507,191808.2942
1750,166219.7274
1760,709287.0201
5083,408084.3223
1143,660721.2291
601,565562.1244
4142,346653.0199
7640,704768.3269
9010,881220.4558
1018,673856.6536
4438,68236.8519
3115,973483.1881
6693,784984.3436
6068,419311.4727
7637,246950.3909
6015,383879.939
4247,393226.798
4054,295801.2338
3575,453455.0554
8206,7412.7658
7638,765136.1946
8964,369066.1228
7243,890177.4627
7049,525886.232
5237,744775.393
6199,799778.4932
7683,432061.5845
3476,668445.4495
9034,692909.4125
5764,828465.6655
3260,563428.5985
8041,655756.8437
9780,840465.8175
40,753541.9512
7879,837600.3864
6589,483910.1952
9008,56498.4585
7771,450006.6388
7393,113733.5561
4874,299433.118
864,809219.2669
8842,956558.7968
8482,952561.1012
6544,876950.5318
8862,748034.4599
2559,530446.1137
2287,591150.693
4669,481603.8185
9427,503377.8797
3928,55835.9548
3442,42126.9132
3055,420275.2262
5504,349706.8659
7985,454847.7679
5734,502492.9484
5028,826945.7801
8285,396561.8579
4775,758372.0139
2895,512842.4772
8020,517392.1012
848,562318.3492
2152,451842.0513
4281,395942.2396
4,923283.2081
6302,246289.1504
